Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	ValidationCER
		94	100		19.288
		184	200		20.162
		272	300		19.524
		355	400		18.688
		438	500		17.905
		518	600		16.928
		600	700		16.368
		676	800		16.377
		755	900		16.198
		826	1000		15.521
		903	1100		14.922
		982	1200		14.026
		1051	1300		13.528
		1128	1400		13.059
		1210	1500		13.072
		1294	1600		13.237
		1375	1700		13.406
		1457	1800		13.041
		1534	1900		12.731
		1608	2000		12.857
		1680	2100		12.828
		1748	2200		12.664
		1825	2300		12.539
		1902	2400		12.732
		1980	2500		13.113
		2050	2600		12.718
		2130	2700		12.387
		2202	2800		12.131
		2278	2900		11.96
		2349	3000		11.888
		2419	3100		11.551
		2500	3200		11.719
		2575	3300		12.208
		2649	3400		11.988
		2731	3500		11.385
		2790	3600		11.305
		2852	3700		11.073
		2924	3800		10.989
		3000	3900		11.173
		3073	4000		11.711
		3146	4100		12.073
		3217	4200		11.847
		3283	4300		11.093
		3349	4400		10.723
		3418	4500		10.287
		3496	4600		10.284
		3566	4700		10.389
		3632	4800		10.346
		3704	4900		10.104
		3776	5000		9.473
		3847	5100		9.299
		3909	5200		9.105
		3972	5300		9.157
		4040	5400		9.472
		4115	5500		9.679
		4177	5600		9.625
		4235	5700		9.333
		4299	5800		9.302
		4363	5900		9.108
		4434	6000		9.376
		4498	6100		9.042
		4557	6200		9.131
		4625	6300		8.942
		4686	6400		8.825
		4738	6500		8.635
		4796	6600		8.871
		4865	6700		9.019
		4924	6800		8.869
		4995	6900		9.124
		5062	7000		8.77
		5124	7100		8.752
		5191	7200		8.626
		5254	7300		8.524
		5307	7400		8.344
		5370	7500		8.259
		5430	7600		7.975
		5496	7700		7.83
		5552	7800		7.878
		5612	7900		7.732
		5672	8000		7.498
		5734	8100		7.433
		5788	8200		7.361
		5848	8300		7.47
		5912	8400		7.608
		5977	8500		7.711
		6041	8600		7.727
		6095	8700		7.539
		6150	8800		7.351
		6198	8900		7.091
		6258	9000		7.295
		6323	9100		7.575
		6380	9200		8.037
		6438	9300		7.907
		6498	9400		7.587
		6547	9500		7.237
		6601	9600		7
		6659	9700		6.989
		6712	9800		7.136
		6765	9900		7.066
		6824	10000		7.004
		6876	10100		6.565
		6935	10200		6.124
		6995	10300		6.251
		7050	10400		6.129
		7106	10500		6.491
		7158	10600		6.767
		7218	10700		6.88
		7269	10800		6.691
		7317	10900		6.76
		7381	11000		6.648
		7435	11100		6.76
		7492	11200		6.665
		7541	11300		6.415
		7596	11400		6.478
		7657	11500		6.271
		7708	11600		6.154
		7764	11700		6.07
		7828	11800		6.508
		7883	11900		6.629
		7942	12000		6.656
		7997	12100		6.562
		8055	12200		6.508
		8112	12300		6.507
		8166	12400		6.616
		8210	12500		6.507
		8261	12600		6.421
		8313	12700		6.377
		8365	12800		6.349
		8415	12900		6.152
		8467	13000		6.085
		8513	13100		6.05
		8566	13200		5.919
		8615	13300		5.877
		8662	13400		5.732
		8713	13500		5.797
		8765	13600		5.912
		8822	13700		5.913
		8880	13800		5.5
		8920	13900		5.387
		8965	14000		5.31
		9013	14100		5.233
		9067	14200		5.435
		9124	14300		5.707
		9179	14400		5.879
		9226	14500		5.703
		9276	14600		5.446
		9320	14700		5.356
		9367	14800		5.212
		9415	14900		5.252
		9459	15000		5.325
		9508	15100		5.391
		9558	15200		5.296
		9609	15300		5.022
		9660	15400		5.096
		9704	15500		5.089
		9749	15600		5.133
		9796	15700		5.392
		9847	15800		5.525
		9894	15900		5.571
		9928	16000		5.428
		9981	16100		5.385
		10031	16200		5.296
		10081	16300		5.62
		10118	16400		5.38
		10154	16500		5.227
		10208	16600		5.345
		10259	16700		5.231
		10301	16800		5.127
		10346	16900		5.263
		10400	17000		5.425
		10439	17100		5.293
		10492	17200		5.576
		10541	17300		5.204
		10586	17400		5.096
		10630	17500		5.189
		10671	17600		5.109
		10711	17700		5.014
		10753	17800		5.112
		10793	17900		4.962
		10833	18000		4.847
		10871	18100		4.888
		10917	18200		4.683
		10959	18300		4.572
		11005	18400		4.6
		11049	18500		4.662
		11090	18600		4.454
		11140	18700		4.755
		11196	18800		4.967
		11240	18900		4.971
		11284	19000		4.871
		11326	19100		4.893
		11363	19200		4.706
		11409	19300		4.835
		11459	19400		5.049
		11500	19500		5.06
		11544	19600		5.237
		11586	19700		4.789
		11621	19800		4.461
		11664	19900		4.348
		11702	20000		4.303
		11741	20100		4.367
		11771	20200		4.339
		11817	20300		4.293
		11862	20400		4.096
		11896	20500		4.051
		11937	20600		3.907
		11971	20700		3.875
		12014	20800		3.944
		12056	20900		4.122
		12102	21000		4.215
		12145	21100		4.116
		12180	21200		4.184
		12230	21300		4.174
		12272	21400		4.363
		12313	21500		4.333
		12356	21600		4.309
		12390	21700		4.335
		12436	21800		4.28
		12481	21900		4.211
		12525	22000		4.176
		12572	22100		4.213
		12602	22200		4.137
		12640	22300		4.068
		12692	22400		3.863
		12738	22500		3.887
		12778	22600		3.884
		12816	22700		4.09
		12850	22800		3.934
		12885	22900		3.88
		12920	23000		3.93
		12954	23100		3.917
		12992	23200		3.972
		13031	23300		4.012
		13065	23400		3.99
		13102	23500		3.881
		13139	23600		3.805
		13171	23700		3.585
		13207	23800		3.782
		13252	23900		3.95
		13291	24000		3.996
		13331	24100		4.033
		13359	24200		4.151
		13391	24300		4.065
		13426	24400		3.978
		13463	24500		4.047
		13498	24600		4.209
		13538	24700		4.347
		13569	24800		4.159
		13602	24900		3.945
		13640	25000		3.784
		13671	25100		3.539
		13705	25200		3.357
		13739	25300		3.32
		13771	25400		3.348
		13807	25500		3.302
		13840	25600		3.157
		13877	25700		3.099
		13912	25800		3.193
		13942	25900		3.13
		13985	26000		3.352
		14023	26100		3.578
		14060	26200		3.688
		14089	26300		3.687
		14126	26400		3.63
		14158	26500		3.603
		14188	26600		3.771
		14229	26700		3.814
		14253	26800		3.656
		14293	26900		3.695
		14330	27000		3.501
		14362	27100		3.321
		14400	27200		3.38
		14444	27300		3.44
		14478	27400		3.389
		14523	27500		3.496
		14560	27600		3.36
		14597	27700		3.253
		14628	27800		3.343
		14661	27900		3.355
		14685	28000		3.309
		14723	28100		3.46
		14758	28200		3.414
		14791	28300		3.524
		14827	28400		3.644
		14860	28500		3.599
		14887	28600		3.483
		14916	28700		3.446
		14950	28800		3.4
		14980	28900		3.335
		15023	29000		3.612
		15068	29100		3.707
		15093	29200		3.529
		15130	29300		3.402
		15168	29400		3.373
		15196	29500		3.3
		15233	29600		3.374
		15266	29700		3.48
		15304	29800		3.657
		15333	29900		3.799
		15357	30000		3.382
		15392	30100		3.117
		15427	30200		3.154
		15454	30300		3.085
		15474	30400		2.911
		15495	30500		2.825
		15539	30600		2.889
		15578	30700		2.825
		15612	30800		2.763
		15640	30900		2.702
		15671	31000		2.756
		15705	31100		2.901
		15745	31200		3.057
		15779	31300		3.111
		15814	31400		3.293
		15844	31500		3.355
		15881	31600		3.284
		15904	31700		3.348
		15931	31800		3.277
		15964	31900		3.147
		15990	32000		3.173
		16023	32100		3.004
		16058	32200		2.884
		16086	32300		2.837
		16123	32400		2.857
		16155	32500		2.95
		16190	32600		2.942
		16224	32700		2.876
		16255	32800		2.873
		16283	32900		2.957
		16307	33000		3.034
		16334	33100		3.067
		16361	33200		3.1
		16391	33300		3.169
		16421	33400		3.095
		16449	33500		3.062
		16480	33600		3.089
		16510	33700		3.028
		16532	33800		2.932
		16558	33900		2.857
		16585	34000		2.814
		16619	34100		2.966
		16653	34200		3.009
		16693	34300		3.056
		16727	34400		3.126
		16751	34500		3.006
		16782	34600		2.946
		16807	34700		2.913
		16834	34800		2.985
		16866	34900		3.122
		16899	35000		3.293
		16926	35100		3.09
		16959	35200		2.975
		16982	35300		2.816
		17005	35400		2.681
		17031	35500		2.688
		17047	35600		2.784
		17074	35700		2.827
		17108	35800		2.855
		17134	35900		2.72
		17164	36000		2.641
		17193	36100		2.766
		17214	36200		2.709
