Name	CheckpointCER	LearningIteration	TrainingIteration	EvalCER	IterationCER	ValidationCER
		70699	115000		3.148	
		70746	115100		3.368	
		70800	115200		3.421	
		70850	115300		3.491	
		70901	115400		3.464	
		70953	115500		3.49	
		71004	115600		3.461	
		71057	115700		3.389	
		71110	115800		3.388	
		71157	115900		3.343	
		71208	116000		3.241	
		71262	116100		2.999	
		71300	116200		2.878	
		71345	116300		2.785	
		71400	116400		2.818	
		71453	116500		2.816	
		71505	116600		2.794	
		71551	116700		2.755	
		71598	116800		2.593	
		71645	116900		2.689	
		71688	117000		2.624	
		71737	117100		2.674	
		71783	117200		2.709	
		71834	117300		2.749	
		71861	117400		2.633	
		71906	117500		2.645	
		71957	117600		2.646	
		72002	117700		2.593	
		72051	117800		2.657	
		72099	117900		2.708	
		72136	118000		2.719	
		72193	118100		2.772	
		72240	118200		2.911	
		72293	118300		2.93	
		72339	118400		2.994	
		72388	118500		3.019	
		72438	118600		3.086	
		72483	118700		3.152	
		72525	118800		3.119	
		72576	118900		3.115	
		72640	119000		3.225	
		72692	119100		3.177	
		72741	119200		3.173	
		72784	119300		3.15	
		72831	119400		3.166	
		72883	119500		3.124	
		72926	119600		3.033	
		72985	119700		3.102	
		73034	119800		3.139	
		73085	119900		3.07	
		73132	120000		3.075	
		73184	120100		3.046	
		73232	120200		2.953	
		73279	120300		3.034	
		73328	120400		3.059	
		73377	120500		3.063	
		73421	120600		3.086	
		73467	120700		2.98	
		73521	120800		3.037	
		73567	120900		3.021	
		73615	121000		2.963	
		73665	121100		3.019	
		73713	121200		3.051	
		73764	121300		3.034	
		73815	121400		3.033	
		73855	121500		2.984	
		73911	121600		3.064	
		73963	121700		3.067	
		74016	121800		3.03	
		74058	121900		3.033	
		74101	122000		3.081	
		74156	122100		3.017	
		74199	122200		2.974	
		74243	122300		2.856	
		74282	122400		2.771	
		74324	122500		2.832	
		74363	122600		2.73	
		74407	122700		2.71	
		74452	122800		2.635	
		74491	122900		2.665	
		74531	123000		2.797	
		74587	123100		2.816	
		74639	123200		2.886	
		74686	123300		3.035	
		74745	123400		3.115	
		74795	123500		3.159	
		74841	123600		3.197	
		74884	123700		3.188	
		74932	123800		3.233	
		74979	123900		3.222	
		75020	124000		2.969	
		75072	124100		2.93	
		75109	124200		2.875	
		75150	124300		2.76	
		75192	124400		2.682	
		75248	124500		2.582	
		75297	124600		2.555	
		75337	124700		2.544	
		75388	124800		2.502	
		75433	124900		2.473	
		75482	125000		2.586	
		75528	125100		2.631	
		75573	125200		2.633	
		75633	125300		2.723	
		75680	125400		2.752	
		75728	125500		2.76	
		75786	125600		3.001	
		75832	125700		3.137	
		75877	125800		3.154	
		75927	125900		3.196	
		75990	126000		3.189	
		76036	126100		3.139	
		76083	126200		3.151	
		76128	126300		3.042	
		76175	126400		3.009	
		76221	126500		3.192	
		76278	126600		2.991	
		76321	126700		2.878	
		76363	126800		2.851	
		76405	126900		2.765	
		76454	127000		2.733	
		76501	127100		2.689	
		76545	127200		2.69	
		76588	127300		2.673	
		76632	127400		2.729	
		76667	127500		2.512	
		76708	127600		2.451	
		76757	127700		2.437	
		76812	127800		2.437	
		76850	127900		2.451	
		76885	128000		2.467	
		76924	128100		2.518	
		76973	128200		2.509	
		77034	128300		2.627	
		77085	128400		2.677	
		77131	128500		2.714	
		77174	128600		2.746	
		77226	128700		2.863	
		77279	128800		2.943	
		77329	128900		2.995	
		77379	129000		2.995	
		77424	129100		3.013	
		77479	129200		2.999	
		77523	129300		2.949	
		77566	129400		2.955	
		77618	129500		3.074	
		77668	129600		3.141	
		77719	129700		3.084	
		77761	129800		3.017	
		77805	129900		2.989	
		77857	130000		2.994	
		77903	130100		2.96	
		77946	130200		2.911	
		77993	130300		2.913	
		78040	130400		2.936	
		78084	130500		2.822	
		78125	130600		2.759	
		78182	130700		2.792	
		78239	130800		2.849	
		78292	130900		2.917	
		78341	131000		2.882	
		78390	131100		2.961	
		78432	131200		2.969	
		78488	131300		3.023	
		78545	131400		2.991	
		78592	131500		3.002	
		78636	131600		3.017	
		78681	131700		2.968	
		78734	131800		2.947	
		78784	131900		2.937	
		78835	132000		2.927	
		78872	132100		2.92	
		78924	132200		3.034	
		78971	132300		2.984	
		79015	132400		2.91	
		79061	132500		2.891	
		79111	132600		2.908	
		79148	132700		2.879	
		79189	132800		2.821	
		79232	132900		2.737	
		79281	133000		2.754	
		79321	133100		2.687	
		79363	133200		2.574	
		79417	133300		2.594	
		79452	133400		2.61	
		79505	133500		2.72	
		79543	133600		2.612	
		79587	133700		2.663	
		79634	133800		2.849	
		79691	133900		2.966	
		79739	134000		2.978	
		79791	134100		3.069	
		79827	134200		3.068	
		79871	134300		3.026	
		79909	134400		3.008	
		79948	134500		2.844	
		79998	134600		2.912	
		80037	134700		2.829	
		80084	134800		2.693	
		80122	134900		2.566	
		80164	135000		2.512	
		80210	135100		2.381	
		80255	135200		2.404	
		80305	135300		2.438	
		80342	135400		2.414	
		80386	135500		2.488	
		80434	135600		2.488	
		80482	135700		2.586	
		80531	135800		2.565	
		80582	135900		2.709	
		80627	136000		2.763	
		80681	136100		2.846	
		80725	136200		3.059	
		80778	136300		3.129	
		80819	136400		3.213	
		80869	136500		3.189	
		80918	136600		3.209	
		80957	136700		3.145	
		80999	136800		3.141	
		81043	136900		3.121	
		81099	137000		3.111	
		81160	137100		3.312	
		81204	137200		3.089	
		81254	137300		2.979	
		81298	137400		2.915	
		81345	137500		2.93	
		81392	137600		2.858	
		81433	137700		2.844	
		81474	137800		2.808	
		81514	137900		2.655	
		81556	138000		2.673	
		81598	138100		2.404	
		81645	138200		2.409	
		81687	138300		2.405	
		81730	138400		2.404	
		81764	138500		2.344	
		81813	138600		2.421	
		81861	138700		2.455	
		81911	138800		2.487	
		81963	138900		2.626	
		82003	139000		2.544	
		82041	139100		2.556	
		82085	139200		2.588	
		82135	139300		2.59	
		82184	139400		2.649	
		82233	139500		2.665	
		82280	139600		2.642	
		82329	139700		2.656	
		82370	139800		2.72	
		82420	139900		2.709	
		82466	140000		2.759	
		82508	140100		2.808	
		82561	140200		2.85	
		82599	140300		2.928	
		82641	140400		3.021	
		82695	140500		3.098	
		82735	140600		3.073	
		82783	140700		3.036	
		82833	140800		3.003	
		82885	140900		2.981	
		82938	141000		3.029	
		82981	141100		3.034	
		83026	141200		2.911	
		83078	141300		2.841	
		83118	141400		2.72	
		83171	141500		2.695	
		83206	141600		2.691	
		83241	141700		2.677	
		83288	141800		2.633	
		83335	141900		2.659	
		83380	142000		2.613	
		83415	142100		2.581	
		83455	142200		2.623	
		83495	142300		2.619	
		83542	142400		2.647	
		83580	142500		2.622	
		83618	142600		2.596	
		83670	142700		2.741	
		83720	142800		2.761	
		83765	142900		2.706	
		83804	143000		2.686	
		83850	143100		2.717	
		83895	143200		2.719	
		83937	143300		2.701	
		83971	143400		2.586	
		84014	143500		2.605	
		84057	143600		2.601	
		84096	143700		2.432	
		84137	143800		2.413	
		84178	143900		2.417	
		84215	144000		2.395	
		84264	144100		2.387	
		84310	144200		2.427	
		84347	144300		2.474	
		84398	144400		2.655	
		84448	144500		2.645	
		84488	144600		2.692	
		84535	144700		2.784	
		84568	144800		2.774	
		84613	144900		2.812	
		84650	145000		2.773	
		84696	145100		2.689	
		84738	145200		2.646	
		84782	145300		2.599	
		84820	145400		2.424	
		84859	145500		2.354	
		84894	145600		2.281	
		84933	145700		2.203	
		84986	145800		2.257	
		85028	145900		2.174	
		85071	146000		2.276	
		85119	146100		2.312	
		85168	146200		2.393	
		85217	146300		2.419	
		85270	146400		2.546	
		85316	146500		2.598	
		85363	146600		2.692	
		85406	146700		2.708	
		85449	146800		2.713	
		85501	146900		2.809	
		85545	147000		2.816	
		85593	147100		2.809	
		85646	147200		2.752	
		85687	147300		2.709	
		85729	147400		2.631	
		85773	147500		2.595	
		85830	147600		2.581	
		85875	147700		2.616	
		85914	147800		2.531	
		85950	147900		2.372	
		85997	148000		2.311	
		86045	148100		2.316	
		86086	148200		2.244	
		86127	148300		2.243	
		86176	148400		2.268	
		86222	148500		2.373	
		86258	148600		2.267	
		86308	148700		2.301	
		86349	148800		2.279	
		86394	148900		2.334	
		86430	149000		2.306	
		86478	149100		2.351	
		86522	149200		2.435	
		86578	149300		2.482	
		86623	149400		2.472	
		86674	149500		2.47	
		86713	149600		2.488	
		86762	149700		2.51	
		86803	149800		2.664	
		86843	149900		2.673	
		86880	150000		2.672	
		86924	150100		2.666	
		86970	150200		2.631	
		87011	150300		2.604	
		87049	150400		2.569	
		87095	150500		2.553	
		87144	150600		2.641	
		87192	150700		2.578	
		87234	150800		2.531	
		87280	150900		2.601	
		87326	151000		2.644	
		87371	151100		2.657	
		87406	151200		2.62	
		87453	151300		2.646	
		87487	151400		2.685	
		87532	151500		2.598	
		87579	151600		2.627	
		87626	151700		2.599	
		87669	151800		2.522	
		87725	151900		2.509	
		87771	152000		2.493	
		87813	152100		2.511	
		87854	152200		2.564	
		87896	152300		2.515	
		87944	152400		2.567	
		87984	152500		2.58	
		88019	152600		2.497	
		88055	152700		2.543	
		88105	152800		2.597	
		88153	152900		2.573	
		88198	153000		2.687	
		88237	153100		2.608	
		88287	153200		2.717	
		88328	153300		2.742	
		88369	153400		2.681	
		88411	153500		2.698	
		88448	153600		2.711	
		88485	153700		2.689	
		88519	153800		2.655	
		88557	153900		2.592	
		88597	154000		2.427	
		88643	154100		2.484	
		88684	154200		2.334	
		88726	154300		2.29	
		88772	154400		2.27	
		88808	154500		2.269	
		88854	154600		2.38	
		88899	154700		2.371	
		88948	154800		2.451	
		88990	154900		2.588	
		89031	155000		2.646	
		89076	155100		2.672	
		89117	155200		2.701	
		89153	155300		2.726	
		89203	155400		2.796	
		89251	155500		2.827	
		89288	155600		2.7	
		89331	155700		2.664	
		89373	155800		2.594	
		89409	155900		2.488	
		89448	156000		2.449	
		89486	156100		2.306	
		89531	156200		2.257	
		89577	156300		2.366	
		89617	156400		2.28	
		89663	156500		2.258	
		89701	156600		2.282	
		89741	156700		2.325	
		89790	156800		2.444	
		89844	156900		2.573	
		89885	157000		2.583	
		89933	157100		2.712	
		89974	157200		2.868	
		90021	157300		2.81	
		90064	157400		2.851	
		90111	157500		2.94	
		90164	157600		2.976	
		90205	157700		2.922	
		90248	157800		2.822	
		90288	157900		2.702	
		90340	158000		2.804	
		90387	158100		2.756	
		90438	158200		2.69	
		90483	158300		2.639	
		90526	158400		2.579	
		90566	158500		2.495	
		90607	158600		2.4	
		90652	158700		2.413	
		90697	158800		2.391	
		90736	158900		2.349	
		90790	159000		2.342	
		90829	159100		2.327	
		90871	159200		2.283	
		90914	159300		2.264	
		90959	159400		2.298	
		90988	159500		2.236	
		91021	159600		2.255	
		91065	159700		2.298	
		91105	159800		2.309	
		91156	159900		2.397	
		91200	160000		2.346	
		91239	160100		2.384	
		91276	160200		2.384	
		91320	160300		2.48	
		91359	160400		2.493	
		91404	160500		2.538	
		91449	160600		2.558	
		91489	160700		2.545	
		91533	160800		2.64	
		91577	160900		2.591	
		91620	161000		2.641	
		91670	161100		2.7	
		91726	161200		2.736	
		91775	161300		2.739	
		91815	161400		2.728	
		91859	161500		2.736	
		91904	161600		2.768	
		91945	161700		2.757	
		91989	161800		2.623	
		92032	161900		2.606	
		92076	162000		2.569	
		92122	162100		2.477	
		92171	162200		2.474	
		92224	162300		2.414	
		92269	162400		2.471	
		92316	162500		2.502	
		92357	162600		2.466	
		92399	162700		2.486	
		92433	162800		2.491	
		92475	162900		2.568	
		92524	163000		2.598	
		92557	163100		2.564	
		92594	163200		2.526	
		92639	163300		2.504	
		92679	163400		2.505	
		92720	163500		2.491	
		92760	163600		2.522	
		92796	163700		2.558	
		92843	163800		2.612	
		92885	163900		2.551	
		92917	164000		2.448	
		92957	164100		2.445	
		93003	164200		2.54	
		93040	164300		2.555	
		93081	164400		2.481	
		93114	164500		2.409	
		93152	164600		2.383	
		93185	164700		2.298	
		93229	164800		2.228	
		93271	164900		2.253	
		93315	165000		2.325	
		93357	165100		2.379	
		93397	165200		2.252	
		93439	165300		2.305	
		93475	165400		2.387	
		93522	165500		2.429	
		93566	165600		2.426	
		93620	165700		2.578	
		93660	165800		2.586	
		93695	165900		2.544	
		93735	166000		2.5	
		93772	166100		2.412	
		93815	166200		2.42	
		93851	166300		2.34	
		93892	166400		2.244	
		93935	166500		2.241	
		93972	166600		2.201	
		94010	166700		2.045	
		94058	166800		2.133	
		94107	166900		2.2	
		94147	167000		2.191	
		94190	167100		2.261	
		94231	167200		2.258	
		94277	167300		2.335	
		94326	167400		2.4	
		94379	167500		2.554	
		94423	167600		2.585	
		94464	167700		2.635	
		94512	167800		2.561	
		94554	167900		2.621	
		94598	168000		2.696	
		94646	168100		2.685	
		94695	168200		2.746	
		94738	168300		2.681	
		94775	168400		2.612	
		94813	168500		2.445	
		94854	168600		2.447	
		94903	168700		2.582	
		94945	168800		2.57	
		94989	168900		2.452	
		95016	169000		2.34	
		95060	169100		2.346	
		95109	169200		2.291	
		95143	169300		2.31	
		95184	169400		2.344	
		95223	169500		2.337	
		95267	169600		2.387	
		95306	169700		2.249	
		95351	169800		2.238	
		95394	169900		2.259	
		95434	170000		2.306	
		95462	170100		2.257	
		95502	170200		2.284	
		95554	170300		2.301	
		95598	170400		2.315	
		95644	170500		2.39	
		95682	170600		2.339	
		95721	170700		2.307	
		95770	170800		2.456	
		95809	170900		2.407	
		95856	171000		2.468	
		95897	171100		2.492	
		95937	171200		2.509	
		95973	171300		2.462	
		96015	171400		2.529	
		96052	171500		2.59	
		96100	171600		2.672	
		96153	171700		2.787	
		96202	171800		2.79	
		96240	171900		2.876	
		96282	172000		3.003	
		96325	172100		3.05	
		96373	172200		3.026	
		96411	172300		3.004	
		96450	172400		2.927	
		96497	172500		2.86	
		96545	172600		2.816	
		96597	172700		2.752	
		96644	172800		2.594	
		96685	172900		2.539	
		96724	173000		2.384	
		96770	173100		2.365	
		96807	173200		2.347	
		96850	173300		2.396	
		96892	173400		2.398	
		96943	173500		2.42	
		96980	173600		2.395	
		97015	173700		2.337	
		97058	173800		2.431	
		97099	173900		2.402	
		97142	174000		2.381	
		97185	174100		2.432	
		97225	174200		2.451	
		97274	174300		2.544	
		97314	174400		2.512	
		97350	174500		2.4	
		97383	174600		2.335	
		97424	174700		2.397	
		97470	174800		2.366	
		97513	174900		2.425	
		97547	175000		2.373	
		97589	175100		2.404	
		97630	175200		2.355	
		97671	175300		2.278	
		97713	175400		2.306	
		97753	175500		2.367	
		97793	175600		2.478	
		97830	175700		2.43	
		97883	175800		2.451	
		97929	175900		2.5	
		97979	176000		2.656	
		98022	176100		2.605	
		98066	176200		2.663	
		98102	176300		2.629	
		98138	176400		2.612	
		98178	176500		2.631	
		98211	176600		2.51	
		98251	176700		2.512	
		98293	176800		2.471	
		98331	176900		2.387	
		98363	177000		2.246	
		98413	177100		2.214	
		98455	177200		2.138	
		98498	177300		2.129	
		98540	177400		2.187	
		98575	177500		2.114	
		98618	177600		2.219	
		98656	177700		2.224	
		98699	177800		2.28	
		98736	177900		2.283	
		98779	178000		2.365	
		98814	178100		2.319	
		98855	178200		2.393	
		98897	178300		2.414	
		98943	178400		2.432	
		98990	178500		2.527	
		99033	178600		2.489	
		99072	178700		2.481	
		99115	178800		2.409	
		99151	178900		2.419	
		99191	179000		2.494	
		99229	179100		2.446	
		99274	179200		2.63	
		99315	179300		2.596	
		99349	179400		2.531	
		99394	179500		2.435	
		99433	179600		2.423	
		99471	179700		2.388	
		99507	179800		2.332	
		99549	179900		2.322	
		99581	180000		2.165	
		99624	180100		2.295	
		99664	180200		2.065	
		99707	180300		2.146	
		99748	180400		2.119	
		99787	180500		2.129	
		99821	180600		2.104	
		99859	180700		2.19	
		99907	180800		2.291	
		99951	180900		2.324	
		99999	181000		2.381	
		100044	181100		2.387	
		100084	181200		2.373	
		100133	181300		2.411	
		100172	181400		2.48	
		100217	181500		2.498	
		100261	181600		2.533	
		100293	181700		2.441	
		100335	181800		2.362	
		100372	181900		2.287	
		100407	182000		2.239	
		100455	182100		2.257	
		100499	182200		2.364	
		100546	182300		2.301	
		100585	182400		2.314	
		100617	182500		2.365	
		100658	182600		2.376	
		100704	182700		2.435	
		100743	182800		2.462	
		100783	182900		2.517	
		100828	183000		2.599	
		100873	183100		2.528	
		100926	183200		2.545	
		100976	183300		2.534	
		101010	183400		2.448	
		101049	183500		2.438	
		101088	183600		2.428	
		101130	183700		2.425	
		101166	183800		2.445	
		101210	183900		2.437	
		101262	184000		2.48	
		101303	184100		2.475	
		101348	184200		2.42	
		101386	184300		2.456	
		101428	184400		2.499	
		101468	184500		2.489	
		101515	184600		2.543	
		101551	184700		2.546	
		101599	184800		2.639	
		101646	184900		2.641	
		101699	185000		2.584	
		101729	185100		2.593	
		101755	185200		2.492	
		101796	185300		2.468	
		101831	185400		2.448	
		101866	185500		2.396	
		101904	185600		2.328	
		101946	185700		2.333	
		101982	185800		2.2	
		102016	185900		2.157	
		102058	186000		2.128	
		102091	186100		2.129	
		102130	186200		2.422	
		102175	186300		2.383	
		102223	186400		2.473	
		102270	186500		2.603	
		102317	186600		2.622	
		102354	186700		2.619	
		102397	186800		2.684	
		102434	186900		2.698	
		102475	187000		2.705	
		102514	187100		2.69	
		102551	187200		2.399	
		102589	187300		2.393	
		102622	187400		2.292	
		102664	187500		2.205	
		102701	187600		2.182	
		102742	187700		2.141	
		102779	187800		2.063	
		102818	187900		2.109	
		102860	188000		2.062	
		102900	188100		2.051	
		102940	188200		2.102	
		102972	188300		2.115	
		103016	188400		2.185	
		103064	188500		2.274	
		103106	188600		2.261	
		103150	188700		2.327	
		103197	188800		2.486	
		103242	188900		2.473	
		103282	189000		2.499	
		103323	189100		2.526	
		103377	189200		2.559	
		103416	189300		2.511	
		103454	189400		2.436	
		103494	189500		2.384	
		103532	189600		2.571	
		103566	189700		2.565	
		103608	189800		2.467	
		103641	189900		2.441	
		103677	190000		2.401	
		103719	190100		2.382	
		103763	190200		2.379	
		103805	190300		2.417	
		103838	190400		2.429	
		103878	190500		2.355	
		103911	190600		2.188	
		103948	190700		2.146	
		103991	190800		2.132	
		104030	190900		2.11	
		104067	191000		2.1	
		104098	191100		2.051	
		104136	191200		2.052	
		104190	191300		2.09	
		104228	191400		2.104	
		104278	191500		2.139	
		104317	191600		2.192	
		104349	191700		2.183	
		104390	191800		2.221	
		104428	191900		2.298	
		104473	192000		2.33	
		104517	192100		2.481	
		104560	192200		2.492	
		104594	192300		2.451	
		104639	192400		2.5	
		104677	192500		2.456	
		104720	192600		2.511	
		104763	192700		2.586	
		104802	192800		2.52	
		104847	192900		2.514	
		104884	193000		2.533	
		104927	193100		2.413	
		104972	193200		2.404	
		104999	193300		2.383	
		105034	193400		2.303	
		105071	193500		2.342	
		105104	193600		2.269	
		105151	193700		2.255	
		105193	193800		2.282	
		105238	193900		2.218	
		105279	194000		2.254	
		105318	194100		2.256	
		105360	194200		2.195	
		105398	194300		2.236	
		105429	194400		2.182	
		105467	194500		2.226	
		105510	194600		2.206	
		105547	194700		2.181	
		105587	194800		2.234	
		105631	194900		2.274	
		105674	195000		2.27	
		105712	195100		2.296	
		105756	195200		2.314	
		105793	195300		2.339	
		105841	195400		2.478	
		105885	195500		2.443	
		105914	195600		2.392	
		105947	195700		2.335	
		105991	195800		2.377	
		106031	195900		2.356	
		106066	196000		2.277	
		106095	196100		2.191	
		106129	196200		2.182	
		106170	196300		2.14	
		106206	196400		2.071	
		106248	196500		2.075	
		106289	196600		2.135	
		106335	196700		2.192	
		106373	196800		2.049	
		106415	196900		2.092	
		106459	197000		2.199	
		106503	197100		2.296	
		106544	197200		2.342	
		106586	197300		2.373	
		106627	197400		2.403	
		106666	197500		2.385	
		106705	197600		2.38	
		106746	197700		2.312	
		106785	197800		2.326	
		106823	197900		2.282	
		106858	198000		2.201	
		106893	198100		2.143	
		106929	198200		2.091	
		106965	198300		2.025	
		107007	198400		1.994	
		107044	198500		1.993	
		107081	198600		1.954	
		107115	198700		1.988	
		107149	198800		2.001	
		107193	198900		2.042	
		107232	199000		2.034	
		107277	199100		2.165	
		107319	199200		2.253	
		107366	199300		2.347	
		107421	199400		2.532	
		107463	199500		2.656	
		107507	199600		2.743	
		107551	199700		2.745	
		107591	199800		2.745	
		107629	199900		2.712	
		107665	200000		2.733	
		107699	200100		2.744	
		107746	200200		2.694	
		107791	200300		2.76	
		107832	200400		2.564	
		107873	200500		2.375	
		107909	200600		2.28	
		107950	200700		2.292	
		107984	200800		2.236	
		108029	200900		2.247	
		108072	201000		2.228	
		108113	201100		2.114	
		108158	201200		2.16	
		108202	201300		2.043	
		108245	201400		2.05	
		108290	201500		2.158	
		108327	201600		2.14	
		108361	201700		2.078	
		108406	201800		2.189	
		108450	201900		2.209	
		108491	202000		2.226	
		108528	202100		2.272	
		108568	202200		2.213	
		108607	202300		2.215	
		108648	202400		2.269	
		108687	202500		2.239	
		108726	202600		2.343	
		108761	202700		2.358	
		108799	202800		2.308	
		108837	202900		2.313	
		108869	203000		2.367	
		108913	203100		2.412	
		108955	203200		2.456	
		108995	203300		2.484	
		109038	203400		2.521	
		109084	203500		2.579	
		109118	203600		2.511	
		109155	203700		2.57	
		109193	203800		2.582	
		109237	203900		2.527	
		109274	204000		2.45	
		109314	204100		2.412	
		109363	204200		2.432	
		109400	204300		2.435	
		109446	204400		2.332	
		109494	204500		2.329	
		109534	204600		2.356	
		109573	204700		2.333	
		109610	204800		2.313	
		109648	204900		2.303	
		109694	205000		2.403	
		109740	205100		2.392	
		109772	205200		2.29	
		109811	205300		2.24	
		109857	205400		2.309	
		109897	205500		2.234	
		109940	205600		2.301	
		109983	205700		2.33	
		110021	205800		2.371	
		110063	205900		2.499	
		110093	206000		2.404	
		110128	206100		2.344	
		110163	206200		2.36	
		110199	206300		2.408	
		110240	206400		2.363	
		110277	206500		2.379	
		110310	206600		2.232	
		110353	206700		2.267	
		110392	206800		2.213	
		110425	206900		2.126	
		110462	207000		2.107	
		110492	207100		2.105	
		110537	207200		2.146	
		110583	207300		2.133	
		110629	207400		2.151	
		110662	207500		2.196	
		110709	207600		2.326	
		110753	207700		2.268	
		110792	207800		2.295	
		110831	207900		2.327	
		110870	208000		2.367	
		110913	208100		2.41	
		110950	208200		2.372	
		110991	208300		2.316	
		111026	208400		2.291	
		111062	208500		2.267	
		111094	208600		2.168	
		111138	208700		2.15	
		111173	208800		2.086	
		111213	208900		2.162	
		111255	209000		2.138	
		111288	209100		2.118	
		111325	209200		2.188	
		111362	209300		2.218	
		111406	209400		2.293	
		111442	209500		2.264	
		111495	209600		2.38	
		111527	209700		2.347	
		111566	209800		2.425	
		111612	209900		2.314	
		111655	210000		2.367	
		111697	210100		2.421	
		111744	210200		2.362	
		111785	210300		2.363	
		111829	210400		2.304	
		111862	210500		2.289	
		111895	210600		2.178	
		111934	210700		2.179	
		111980	210800		2.261	
		112021	210900		2.237	
		112058	211000		2.177	
		112091	211100		2.099	
		112123	211200		2.085	
		112160	211300		2.03	
		112197	211400		1.975	
		112233	211500		1.969	
		112267	211600		1.954	
		112304	211700		2.009	
		112332	211800		1.8	
		112368	211900		1.858	
		112411	212000		1.866	
		112453	212100		1.871	
		112482	212200		1.862	
		112519	212300		1.923	
		112569	212400		2.022	
		112618	212500		2.063	
		112657	212600		2.106	
		112694	212700		2.12	
		112733	212800		2.199	
		112776	212900		2.215	
		112810	213000		2.31	
		112852	213100		2.352	
		112886	213200		2.354	
		112923	213300		2.344	
		112964	213400		2.374	
		113000	213500		2.324	
		113030	213600		2.355	
		113061	213700		2.353	
		113102	213800		2.414	
		113145	213900		2.399	
		113183	214000		2.316	
		113218	214100		2.424	
		113264	214200		2.458	
		113299	214300		2.445	
		113341	214400		2.344	
		113383	214500		2.407	
		113413	214600		2.418	
		113441	214700		2.357	
		113481	214800		2.392	
		113528	214900		2.392	
		113564	215000		2.396	
		113600	215100		2.28	
		113635	215200		2.264	
		113674	215300		2.268	
		113712	215400		2.317	
		113747	215500		2.254	
		113788	215600		2.279	
		113814	215700		2.264	
		113856	215800		2.227	
		113897	215900		2.212	
		113936	216000		2.244	
		113976	216100		2.241	
		114013	216200		2.24	
		114049	216300		2.253	
		114095	216400		2.344	
		114131	216500		2.363	
		114169	216600		2.302	
		114206	216700		2.36	
		114238	216800		2.31	
		114275	216900		2.312	
		114312	217000		2.299	
		114349	217100		2.235	
		114389	217200		2.259	
		114434	217300		2.342	
		114476	217400		2.207	
		114516	217500		2.174	
		114555	217600		2.165	
		114590	217700		2.15	
		114628	217800		2.183	
		114673	217900		2.19	
		114720	218000		2.215	
		114762	218100		2.336	
		114802	218200		2.278	
		114842	218300		2.208	
		114884	218400		2.209	
		114917	218500		2.245	
		114964	218600		2.278	
		115002	218700		2.282	
		115044	218800		2.22	
		115082	218900		2.159	
		115120	219000		2.139	
		115154	219100		2.074	
		115189	219200		2.085	
		115225	219300		1.997	
		115261	219400		1.956	
		115301	219500		1.952	
		115348	219600		1.925	
		115392	219700		1.929	
		115427	219800		1.985	
		115470	219900		2.008	
		115504	220000		1.994	
		115547	220100		2.056	
		115580	220200		2.056	
		115623	220300		2.136	
		115658	220400		2.143	
		115701	220500		2.203	
		115740	220600		2.226	
		115781	220700		2.252	
		115828	220800		2.271	
		115864	220900		2.216	
		115907	221000		2.206	
		115950	221100		2.138	
		115986	221200		2.116	
		116024	221300		2.071	
		116061	221400		2.118	
		116104	221500		2.069	
		116141	221600		1.981	
		116183	221700		1.943	
		116221	221800		1.908	
		116268	221900		1.982	
		116303	222000		1.948	
		116331	222100		1.873	
		116375	222200		1.957	
		116416	222300		1.957	
		116451	222400		1.946	
		116488	222500		1.904	
		116530	222600		1.947	
		116556	222700		2.023	
		116592	222800		2.013	
		116632	222900		2.008	
		116669	223000		2.037	
		116710	223100		2.101	
		116750	223200		2.1	
		116788	223300		2.109	
		116827	223400		2.103	
		116859	223500		2.195	
		116900	223600		2.234	
		116937	223700		2.148	
		116971	223800		2.106	
		117005	223900		2.07	
		117046	224000		2.088	
		117079	224100		2.047	
		117119	224200		2.107	
		117162	224300		2.175	
		117199	224400		2.173	
		117247	224500		2.228	
		117279	224600		2.162	
		117315	224700		2.219	
		117349	224800		2.327	
		117384	224900		2.329	
		117421	225000		2.329	
		117460	225100		2.397	
		117495	225200		2.333	
		117541	225300		2.308	
		117576	225400		2.313	
		117620	225500		2.205	
		117669	225600		2.322	
		117717	225700		2.332	
		117756	225800		2.277	
		117789	225900		2.263	
		117821	226000		2.193	
		117866	226100		2.202	
		117908	226200		2.204	
		117941	226300		2.148	
		117970	226400		2.118	
		118007	226500		2.12	
		118043	226600		2.071	
		118081	226700		2.038	
		118126	226800		2.053	
		118166	226900		2.125	
		118204	227000		2.197	
		118236	227100		2.163	
		118264	227200		2.099	
		118292	227300		2.098	
		118333	227400		2.213	
		118372	227500		2.217	
		118408	227600		2.125	
		118452	227700		2.115	
		118492	227800		2.084	
		118529	227900		1.974	
		118567	228000		1.931	
		118606	228100		1.956	
		118643	228200		1.979	
		118680	228300		2.024	
		118714	228400		1.901	
		118761	228500		1.932	
		118800	228600		2.065	
		118852	228700		2.121	
		118891	228800		2.104	
		118934	228900		2.253	
		118968	229000		2.243	
		119008	229100		2.236	
		119047	229200		2.24	
		119082	229300		2.162	
		119117	229400		2.201	
		119153	229500		2.143	
		119187	229600		2.082	
		119225	229700		2.012	
		119271	229800		2.039	
		119305	229900		1.93	
		119344	230000		1.957	
		119385	230100		1.955	
		119427	230200		1.946	
		119469	230300		2.039	
		119503	230400		2.026	
		119548	230500		2.061	
		119582	230600		2.01	
		119623	230700		2.078	
		119664	230800		2.054	
		119709	230900		2.071	
		119753	231000		2.092	
		119791	231100		2.158	
